MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotSF,TotBth,TotPorchSF,PoolNA,2ndFlrNA,SalePrice
90,RL,70.0,7728,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,303.0,1106.0,GasA,TA,Y,SBrkr,1190,TA,6,Typ,0,NA,Attchd,1962.0,Unf,2.0,540.0,TA,TA,Y,GdWo,NA,5,2006,WD,Normal,1190,2.0,18,0,0,132500
90,RL,70.0,9842,NA,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,0.0,GasA,TA,Y,SBrkr,1224,TA,6,Typ,0,NA,CarPort,1962.0,Unf,2.0,462.0,TA,TA,Y,NA,NA,3,2007,WD,Normal,1224,2.0,0,0,0,101800
20,RL,73.0,12160,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,188.0,1188.0,GasA,Fa,Y,SBrkr,1188,TA,6,Typ,0,NA,Attchd,1959.0,RFn,2.0,531.0,TA,TA,Y,MnPrv,NA,5,2010,COD,Abnorml,1188,2.0,0,0,0,142000
70,RH,55.0,8525,NA,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940.0,940.0,GasA,TA,N,FuseA,1964,TA,7,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,NA,NA,11,2008,WD,Abnorml,1964,1.5,192,0,1,130000
70,RL,96.0,13132,NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747.0,747.0,GasA,Gd,Y,FuseF,1784,TA,9,Typ,0,NA,Detchd,1914.0,Unf,1.0,180.0,Fa,Fa,N,NA,NA,7,2006,WD,Normal,1784,1.5,243,0,1,138887
160,RL,36.0,2628,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764.0,764.0,GasA,Ex,Y,SBrkr,1626,Gd,6,Typ,0,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1626,2.5,27,0,1,175500
60,RL,41.0,12393,NA,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847.0,847.0,GasA,Ex,Y,SBrkr,1948,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,NA,NA,9,2006,WD,Normal,1948,2.5,148,0,1,195000
20,RL,63.0,13072,NA,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141.0,1141.0,GasA,Ex,Y,SBrkr,1141,TA,6,Typ,0,NA,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,NA,NA,3,2006,WD,Abnorml,1141,1.5,0,0,0,142500
20,RL,64.0,9037,NA,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1048.0,1476.0,GasA,Ex,Y,SBrkr,1484,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,472.0,TA,TA,Y,NA,NA,12,2007,WD,Normal,1484,2.0,153,0,0,265900
60,RL,65.0,8158,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,334.0,884.0,GasA,Ex,Y,SBrkr,1768,Gd,8,Typ,0,NA,Attchd,2003.0,RFn,2.0,543.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1768,3.5,63,0,1,224900
20,RL,83.0,9849,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,Gd,7,Typ,0,NA,Attchd,2007.0,RFn,3.0,954.0,TA,TA,Y,NA,NA,6,2007,New,Partial,1689,2.0,56,0,0,248328
85,RL,85.0,10625,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,0.0,1053.0,GasA,TA,Y,SBrkr,1173,Gd,6,Typ,2,TA,Attchd,1974.0,RFn,2.0,528.0,TA,TA,Y,MnPrv,NA,1,2010,WD,Family,1173,3.0,120,0,0,170000
20,RL,107.0,13891,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,690.0,2076.0,GasA,Ex,Y,SBrkr,2076,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,850.0,TA,TA,Y,NA,NA,9,2006,New,Partial,2076,3.5,445,0,0,465000
70,RL,70.0,11435,NA,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,792.0,792.0,GasA,Fa,Y,SBrkr,1517,Gd,7,Typ,2,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,NA,NA,6,2006,WD,Normal,1517,1.0,0,0,1,230000
80,RL,78.0,12090,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585.0,585.0,GasA,Ex,Y,SBrkr,1868,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,NA,NA,1,2007,WD,Abnorml,1868,3.5,527,0,1,178000
60,FV,65.0,8125,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,756.0,756.0,GasA,Ex,Y,SBrkr,1553,Gd,6,Typ,0,NA,Attchd,2005.0,RFn,2.0,615.0,TA,TA,Y,NA,NA,3,2006,New,Partial,1553,2.5,45,0,1,186500
80,RL,74.0,12328,NA,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,473.0,1012.0,GasA,TA,Y,SBrkr,1034,TA,6,Typ,0,NA,Attchd,1976.0,Unf,3.0,888.0,TA,TA,Y,NA,NA,5,2010,WD,Normal,1034,2.0,0,0,0,169900
75,RM,60.0,9600,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,416.0,735.0,OthW,Fa,N,SBrkr,2058,TA,8,Typ,1,Gd,Detchd,1950.0,Unf,2.0,396.0,Fa,Fa,P,NA,NA,4,2008,WD,Normal,2058,1.5,259,0,1,129500
20,RL,60.0,7200,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,246.0,876.0,GasA,TA,Y,SBrkr,988,TA,6,Typ,0,NA,Attchd,1950.0,Unf,1.0,276.0,TA,TA,Y,NA,NA,5,2007,WD,Normal,988,1.0,80,0,0,119000
20,RL,93.0,11160,NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1045.0,2110.0,GasA,Ex,Y,SBrkr,2110,Ex,8,Typ,2,TA,Attchd,1968.0,Fin,2.0,522.0,TA,TA,Y,NA,NA,4,2010,WD,Normal,2110,3.5,0,0,0,244000
120,RL,92.0,3136,NA,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,Gd,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,NA,NA,3,2006,WD,Normal,1405,2.0,184,0,0,171750
20,RL,62.0,9858,NA,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,354.0,864.0,GasA,TA,Y,SBrkr,874,TA,5,Typ,0,NA,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,GdWo,Shed,11,2009,WD,Normal,874,2.0,33,0,0,130000
60,RL,80.0,17542,NA,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,36.0,1192.0,GasA,TA,Y,SBrkr,2167,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2.0,518.0,TA,TA,Y,MnPrv,NA,7,2007,WD,Normal,2167,3.5,267,0,1,294000
60,RL,60.0,6931,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,746.0,746.0,GasA,Ex,Y,SBrkr,1656,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,397.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1656,2.5,306,0,1,165400
50,RM,52.0,6240,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,459.0,884.0,GasA,TA,Y,FuseA,1367,TA,6,Typ,1,Gd,Detchd,1978.0,Unf,1.0,560.0,TA,TA,Y,NA,NA,11,2007,WD,Normal,1367,1.0,120,0,1,127500
20,RL,91.0,14303,NA,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,672.0,1986.0,GasA,Ex,Y,SBrkr,1987,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,NA,NA,8,2008,WD,Normal,1987,3.0,298,0,0,301500
30,RL,56.0,4060,NA,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,Unf,864.0,864.0,GasA,Ex,Y,SBrkr,864,TA,4,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,7,2009,WD,Normal,864,1.0,96,0,0,99900
80,RL,59.0,9587,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,201.0,856.0,GasA,Ex,Y,SBrkr,1166,Gd,5,Typ,0,NA,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1166,3.0,212,0,0,190000
20,RL,65.0,9750,NA,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,14.0,1054.0,GasA,Gd,Y,SBrkr,1054,TA,6,Typ,0,NA,Attchd,1969.0,Unf,2.0,460.0,TA,TA,Y,NA,NA,7,2008,WD,Normal,1054,2.5,260,0,0,151000
60,RL,64.0,24682,NA,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,841.0,841.0,GasA,Ex,Y,SBrkr,1675,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,502.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1675,2.5,103,0,1,181000
20,RL,80.0,9600,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,546.0,1050.0,GasA,Gd,Y,SBrkr,1050,TA,5,Typ,0,NA,Attchd,1956.0,Unf,1.0,338.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1050,1.0,0,0,0,128900
50,RL,80.5,11250,NA,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1104.0,1104.0,GasA,Ex,Y,FuseA,1788,TA,8,Min2,2,TA,Attchd,1957.0,Unf,1.0,304.0,TA,TA,Y,NA,NA,11,2009,WD,Normal,1788,2.0,120,0,1,161500
70,RL,60.0,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,764.0,764.0,GasA,Ex,Y,FuseA,1824,TA,8,Typ,1,Gd,Detchd,1940.0,Unf,2.0,520.0,TA,TA,N,GdPrv,NA,7,2007,WD,Normal,1824,1.0,126,0,1,180500
120,RH,34.0,4060,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1139.0,1405.0,GasA,Ex,Y,SBrkr,1337,Gd,5,Typ,0,NA,Attchd,1998.0,Fin,2.0,511.0,TA,TA,Y,NA,NA,8,2008,COD,Abnorml,1337,3.0,212,0,0,181000
160,FV,35.0,3735,NA,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,241.0,691.0,GasA,Ex,Y,SBrkr,1452,Gd,6,Typ,0,NA,Detchd,1999.0,Unf,2.0,506.0,TA,TA,Y,NA,NA,3,2006,WD,Normal,1452,3.5,34,0,1,183900
190,RM,60.0,10120,NA,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925.0,925.0,GasA,TA,N,FuseF,1889,TA,9,Typ,1,Gd,Detchd,1960.0,Unf,1.0,308.0,TA,TA,N,MnPrv,NA,1,2007,WD,Normal,1889,1.5,264,0,1,122000
20,RL,89.0,13214,NA,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2002.0,2002.0,GasA,Ex,Y,SBrkr,2018,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,746.0,TA,TA,Y,NA,NA,5,2010,WD,Normal,2018,2.0,220,0,0,378500
50,RL,70.0,14100,NA,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,536.0,728.0,GasA,Ex,Y,SBrkr,3447,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3.0,1014.0,TA,TA,Y,GdWo,NA,5,2008,WD,Normal,3447,3.5,326,0,1,381000
50,RL,78.0,11344,NA,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,414.0,874.0,GasW,TA,Y,FuseA,1524,TA,7,Typ,0,NA,Attchd,1958.0,Unf,1.0,315.0,TA,TA,Y,GdWo,NA,7,2007,WD,Normal,1524,1.5,0,0,1,144000
40,RL,80.5,23595,NA,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,74.0,1332.0,GasA,TA,Y,SBrkr,1524,Gd,4,Typ,1,TA,Attchd,1979.0,Fin,2.0,586.0,TA,TA,Y,NA,NA,4,2010,WD,Normal,1524,2.5,268,0,1,260000
20,RL,80.0,9156,NA,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489.0,1489.0,GasA,Gd,Y,SBrkr,1489,Gd,7,Typ,1,Gd,Attchd,1968.0,RFn,2.0,462.0,TA,TA,Y,NA,NA,8,2009,WD,Normal,1489,2.0,0,0,0,185750
20,RL,72.0,13526,NA,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,0.0,935.0,GasA,TA,Y,SBrkr,935,TA,5,Typ,0,NA,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,MnPrv,NA,11,2006,WD,Normal,935,2.0,180,0,0,137000
80,RL,124.0,11512,NA,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300.0,1019.0,GasA,Gd,Y,SBrkr,1357,Ex,5,Typ,1,Gd,Basment,1959.0,RFn,1.0,312.0,TA,TA,Y,GdPrv,NA,5,2008,WD,Normal,1357,2.0,163,0,0,177000
50,RL,53.0,5362,NA,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661.0,661.0,GasA,Ex,Y,SBrkr,1250,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,NA,NA,11,2007,WD,Normal,1250,2.0,323,0,1,139000
90,RL,95.0,11345,NA,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,708.0,928.0,GasA,Gd,Y,FuseA,1920,TA,10,Typ,0,NA,Detchd,1948.0,Unf,2.0,400.0,TA,Fa,Y,NA,NA,7,2007,WD,Normal,1920,2.0,0,0,1,137000
60,RL,80.0,12936,NA,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,130.0,723.0,GasA,TA,Y,SBrkr,1395,TA,6,Typ,1,TA,Attchd,1972.0,Unf,2.0,497.0,TA,TA,Y,NA,NA,12,2009,WD,Normal,1395,2.0,410,0,1,162000
80,RL,80.0,17871,NA,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1152.0,1680.0,GasA,Fa,Y,SBrkr,1724,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,1724,2.5,0,0,0,197900
60,RL,75.0,9473,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,324.0,1128.0,GasA,Ex,Y,SBrkr,2031,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2.0,577.0,TA,TA,Y,NA,NA,3,2008,WD,Normal,2031,3.5,211,0,1,237000
50,C (all),60.0,7500,NA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,698.0,698.0,GasA,TA,Y,FuseA,1128,TA,6,Typ,0,NA,Detchd,1980.0,RFn,2.0,528.0,TA,TA,Y,NA,NA,4,2010,COD,Abnorml,1128,1.0,194,0,1,68400
20,RL,67.0,9808,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,785.0,1573.0,GasA,Ex,Y,SBrkr,1573,Gd,6,Typ,0,NA,Attchd,2002.0,RFn,2.0,544.0,TA,TA,Y,NA,NA,3,2009,WD,Normal,1573,3.0,72,0,0,227000
20,RL,50.0,8049,NA,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,256.0,1309.0,GasA,TA,Y,SBrkr,1339,TA,6,Typ,1,TA,Attchd,1990.0,Fin,2.0,484.0,Gd,Gd,Y,NA,NA,7,2006,WD,Normal,1339,3.0,148,0,0,180000
20,RL,61.0,8800,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,364.0,1040.0,GasA,TA,Y,SBrkr,1040,Gd,5,Typ,0,NA,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,NA,NA,9,2009,WD,Normal,1040,2.0,288,0,0,150500
90,RL,94.0,9400,NA,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,912.0,912.0,GasA,TA,Y,SBrkr,1824,TA,8,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,4,2010,WD,Normal,1824,3.0,128,0,1,139000
50,RL,50.0,9638,NA,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,804.0,804.0,GasA,Ex,Y,SBrkr,2447,Gd,10,Min2,1,Gd,Detchd,1969.0,Unf,1.0,336.0,TA,TA,Y,NA,NA,3,2010,WD,Normal,2447,2.0,430,0,1,169000
50,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780.0,780.0,GasA,Ex,Y,FuseF,1412,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,NA,NA,5,2009,WD,Normal,1412,1.0,45,0,1,132500
20,RL,80.0,9790,NA,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,678.0,1328.0,GasA,TA,Y,SBrkr,1328,TA,6,Typ,2,Gd,Attchd,1963.0,Unf,2.0,528.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1328,2.5,26,0,0,143000
20,RL,80.5,36500,NA,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,812.0,1624.0,GasA,Fa,Y,SBrkr,1582,TA,7,Typ,0,NA,Attchd,1964.0,Unf,2.0,390.0,TA,TA,N,NA,NA,6,2006,WD,Normal,1582,2.5,366,0,0,190000
120,RL,40.0,5664,NA,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,343.0,1501.0,GasA,Ex,Y,SBrkr,1659,Ex,5,Typ,1,Ex,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,NA,NA,10,2009,WD,Normal,1659,3.0,271,0,0,278000
